parent_code,name,code
1306,莲池区,130606
1306,满城区,130607
1306,清苑区,130608
1306,徐水区,130609
1306,涞水县,130623
1306,阜平县,130624
1306,定兴县,130626
1306,唐县,130627
1306,高阳县,130628
1306,容城县,130629
1306,涞源县,130630
1306,望都县,130631
1306,安新县,130632
1306,易县,130633
1306,曲阳县,130634
1306,蠡县,130635
1306,顺平县,130636
1306,博野县,130637
1306,雄县,130638
1306,保定高新技术产业开发区,130671
1306,保定白沟新城,130672
1306,涿州市,130681
1306,定州市,130682
1306,安国市,130683
1306,高碑店市,130684
1307,桥东区,130702
1307,桥西区,130703
1307,宣化区,130705
1307,下花园区,130706
1307,万全区,130708
1307,崇礼区,130709
1307,张北县,130722
1307,康保县,130723
1307,沽源县,130724
1307,尚义县,130725
1307,蔚县,130726
1307,阳原县,130727
1307,怀安县,130728
1307,怀来县,130730
1307,涿鹿县,130731
1307,赤城县,130732
1307,张家口市高新技术产业开发区,130771
1307,张家口市察北管理区,130772
1307,张家口市塞北管理区,130773
1308,双桥区,130802
1308,双滦区,130803
1308,鹰手营子矿区,130804
1308,承德县,130821
1308,兴隆县,130822
1308,滦平县,130824
1308,隆化县,130825
1308,丰宁满族自治县,130826
1308,宽城满族自治县,130827
1308,围场满族蒙古族自治县,130828
1308,承德高新技术产业开发区,130871
1308,平泉市,130881
1309,新华区,130902
1309,运河区,130903
1309,沧县,130921
1309,青县,130922
1309,东光县,130923
1309,海兴县,130924
1309,盐山县,130925
1309,肃宁县,130926
1309,南皮县,130927
1309,吴桥县,130928
1309,献县,130929
1309,孟村回族自治县,130930
1309,河北沧州经济开发区,130971
1309,沧州高新技术产业开发区,130972
1309,沧州渤海新区,130973
1309,泊头市,130981
1309,任丘市,130982
1309,黄骅市,130983
1309,河间市,130984
1310,安次区,131002
1310,广阳区,131003
1310,固安县,131022
1310,永清县,131023
1310,香河县,131024
1310,大城县,131025
1310,文安县,131026
1310,大厂回族自治县,131028
1310,廊坊经济技术开发区,131071
1310,霸州市,131081
1310,三河市,131082
1311,桃城区,131102
1311,冀州区,131103
1311,枣强县,131121
1311,武邑县,131122
1311,武强县,131123
1311,饶阳县,131124
1311,安平县,131125
1311,故城县,131126
1311,景县,131127
1311,阜城县,131128
1311,河北衡水经济开发区,131171
1311,衡水滨湖新区,131172
1311,深州市,131182
1501,新城区,150102
1501,回民区,150103
1501,玉泉区,150104
1501,赛罕区,150105
1501,土默特左旗,150121
1501,托克托县,150122
1501,和林格尔县,150123
1501,清水河县,150124
1501,武川县,150125
1501,呼和浩特金海工业园区,150171
1501,呼和浩特经济技术开发区,150172
1502,东河区,150202
1502,昆都仑区,150203
1502,青山区,150204
1502,石拐区,150205
1502,白云鄂博矿区,150206
1502,九原区,150207
1502,土默特右旗,150221
1502,固阳县,150222
1502,达尔罕茂明安联合旗,150223
1502,包头稀土高新技术产业开发区,150271
1503,海勃湾区,150302
1503,海南区,150303
1503,乌达区,150304
1504,红山区,150402
1504,元宝山区,150403
1504,松山区,150404
1504,阿鲁科尔沁旗,150421
1504,巴林左旗,150422
1504,巴林右旗,150423
1504,林西县,150424
1504,克什克腾旗,150425
1504,翁牛特旗,150426
1504,喀喇沁旗,150428
1504,宁城县,150429
1504,敖汉旗,150430
1505,科尔沁区,150502
1505,科尔沁左翼中旗,150521
1505,科尔沁左翼后旗,150522
1505,开鲁县,150523
1505,库伦旗,150524
1505,奈曼旗,150525
1505,扎鲁特旗,150526
1505,通辽经济技术开发区,150571
1505,霍林郭勒市,150581
1506,东胜区,150602
1506,康巴什区,150603
1506,达拉特旗,150621
1506,准格尔旗,150622
1506,鄂托克前旗,150623
1506,鄂托克旗,150624
1506,杭锦旗,150625
1506,乌审旗,150626
1506,伊金霍洛旗,150627
1507,海拉尔区,150702
1507,扎赉诺尔区,150703
1507,阿荣旗,150721
1507,莫力达瓦达斡尔族自治旗,150722
1507,鄂伦春自治旗,150723
1507,鄂温克族自治旗,150724
1507,陈巴尔虎旗,150725
1507,新巴尔虎左旗,150726
1507,新巴尔虎右旗,150727
1507,满洲里市,150781
1507,牙克石市,150782
1507,扎兰屯市,150783
1507,额尔古纳市,150784
1507,根河市,150785
1508,临河区,150802
1508,五原县,150821
1508,磴口县,150822
1508,乌拉特前旗,150823
1508,乌拉特中旗,150824
1508,乌拉特后旗,150825
1508,杭锦后旗,150826
1509,集宁区,150902
1509,卓资县,150921
1509,化德县,150922
1509,商都县,150923
1509,兴和县,150924
1509,凉城县,150925
1509,察哈尔右翼前旗,150926
1509,察哈尔右翼中旗,150927
1509,察哈尔右翼后旗,150928
1509,四子王旗,150929
1509,丰镇市,150981
1522,乌兰浩特市,152201
1522,阿尔山市,152202
1522,科尔沁右翼前旗,152221
1522,科尔沁右翼中旗,152222
1522,扎赉特旗,152223
1522,突泉县,152224
1525,二连浩特市,152501
1525,锡林浩特市,152502
1525,阿巴嘎旗,152522
1525,苏尼特左旗,152523
1525,苏尼特右旗,152524
1525,东乌珠穆沁旗,152525
1525,西乌珠穆沁旗,152526
1525,太仆寺旗,152527
1525,镶黄旗,152528
1525,正镶白旗,152529
1525,正蓝旗,152530
1525,多伦县,152531
1525,乌拉盖管委会,152571
1529,阿拉善左旗,152921
1529,阿拉善右旗,152922
1529,额济纳旗,152923
1529,内蒙古阿拉善经济开发区,152971
2201,南关区,220102
2201,宽城区,220103
2201,朝阳区,220104
2201,二道区,220105
2201,绿园区,220106
2201,双阳区,220112
2201,九台区,220113
2201,农安县,220122
2201,长春经济技术开发区,220171
2201,长春净月高新技术产业开发区,220172
2201,长春高新技术产业开发区,220173
2201,长春汽车经济技术开发区,220174
2201,榆树市,220182
2201,德惠市,220183
2202,昌邑区,220202
2202,龙潭区,220203
2202,船营区,220204
2202,丰满区,220211
2202,永吉县,220221
2202,吉林经济开发区,220271
2202,吉林高新技术产业开发区,220272
2202,吉林中国新加坡食品区,220273
2202,蛟河市,220281
2202,桦甸市,220282
2202,舒兰市,220283
2202,磐石市,220284
2203,铁西区,220302
2203,铁东区,220303
2203,梨树县,220322
2203,伊通满族自治县,220323
2203,公主岭市,220381
2203,双辽市,220382
2204,龙山区,220402
2204,西安区,220403
2204,东丰县,220421
2204,东辽县,220422
2205,东昌区,220502
2205,二道江区,220503
2205,通化县,220521
2205,辉南县,220523
2205,柳河县,220524
2205,梅河口市,220581
2205,集安市,220582
2206,浑江区,220602
2206,江源区,220605
2206,抚松县,220621
2206,靖宇县,220622
2206,长白朝鲜族自治县,220623
2206,临江市,220681
2207,宁江区,220702
2207,前郭尔罗斯蒙古族自治县,220721
2207,长岭县,220722
2207,乾安县,220723
2207,吉林松原经济开发区,220771
2207,扶余市,220781
2208,洮北区,220802
2208,镇赉县,220821
2208,通榆县,220822
2208,吉林白城经济开发区,220871
2208,洮南市,220881
2208,大安市,220882
2224,延吉市,222401
2224,图们市,222402
2224,敦化市,222403
2224,珲春市,222404
2224,龙井市,222405
2224,和龙市,222406
2224,汪清县,222424
2224,安图县,222426
3101,黄浦区,310101
3101,徐汇区,310104
3101,长宁区,310105
3101,静安区,310106
3101,普陀区,310107
3101,虹口区,310109
3101,杨浦区,310110
3101,闵行区,310112
3101,宝山区,310113
3101,嘉定区,310114
3101,浦东新区,310115
3101,金山区,310116
3101,松江区,310117
3101,青浦区,310118
3101,奉贤区,310120
3101,崇明区,310151
3301,上城区,330102
3301,下城区,330103
3301,江干区,330104
3301,拱墅区,330105
3301,西湖区,330106
3301,滨江区,330108
3301,萧山区,330109
3301,余杭区,330110
3301,富阳区,330111
3301,临安区,330112
3301,桐庐县,330122
3301,淳安县,330127
3301,建德市,330182
3302,海曙区,330203
3302,江北区,330205
3302,北仑区,330206
3302,镇海区,330211
3302,鄞州区,330212
3302,奉化区,330213
3302,象山县,330225
3302,宁海县,330226
3302,余姚市,330281
3302,慈溪市,330282
3303,鹿城区,330302
3303,龙湾区,330303
3303,瓯海区,330304
3303,洞头区,330305
3303,永嘉县,330324
3303,平阳县,330326
3303,苍南县,330327
3303,文成县,330328
3303,泰顺县,330329
3303,温州经济技术开发区,330371
3303,瑞安市,330381
3303,乐清市,330382
3304,南湖区,330402
3304,秀洲区,330411
3304,嘉善县,330421
3304,海盐县,330424
3304,海宁市,330481
3304,平湖市,330482
3304,桐乡市,330483
3305,吴兴区,330502
3305,南浔区,330503
3305,德清县,330521
3305,长兴县,330522
3305,安吉县,330523
3306,越城区,330602
3306,柯桥区,330603
3306,上虞区,330604
3306,新昌县,330624
3306,诸暨市,330681
3306,嵊州市,330683
3307,婺城区,330702
3307,金东区,330703
3307,武义县,330723
3307,浦江县,330726
3307,磐安县,330727
3307,兰溪市,330781
3307,义乌市,330782
3307,东阳市,330783
3307,永康市,330784
3308,柯城区,330802
3308,衢江区,330803
3308,常山县,330822
3308,开化县,330824
3308,龙游县,330825
3308,江山市,330881
3309,定海区,330902
3309,普陀区,330903
3309,岱山县,330921
3309,嵊泗县,330922
3310,椒江区,331002
3310,黄岩区,331003
3310,路桥区,331004
3310,三门县,331022
3310,天台县,331023
3310,仙居县,331024
3310,温岭市,331081
3310,临海市,331082
3310,玉环市,331083
3311,莲都区,331102
3311,青田县,331121
3311,缙云县,331122
3311,遂昌县,331123
3311,松阳县,331124
3311,云和县,331125
3311,庆元县,331126
3311,景宁畲族自治县,331127
3311,龙泉市,331181
3501,鼓楼区,350102
3501,台江区,350103
3501,仓山区,350104
3501,马尾区,350105
3501,晋安区,350111
3501,闽侯县,350121
3501,连江县,350122
3501,罗源县,350123
3501,闽清县,350124
3501,永泰县,350125
3501,平潭县,350128
3501,福清市,350181
3501,长乐市,350182
3502,思明区,350203
3502,海沧区,350205
3502,湖里区,350206
3502,集美区,350211
3502,同安区,350212
3502,翔安区,350213
3503,城厢区,350302
3503,涵江区,350303
3503,荔城区,350304
3503,秀屿区,350305
3503,仙游县,350322
3504,梅列区,350402
3504,三元区,350403
3504,明溪县,350421
3504,清流县,350423
3504,宁化县,350424
3504,大田县,350425
3504,尤溪县,350426
3504,沙县,350427
3504,将乐县,350428
3504,泰宁县,350429
3504,建宁县,350430
3504,永安市,350481
3505,鲤城区,350502
3505,丰泽区,350503
3505,洛江区,350504
3505,泉港区,350505
3505,惠安县,350521
3505,安溪县,350524
3505,永春县,350525
3505,德化县,350526
3505,石狮市,350581
3505,晋江市,350582
3505,南安市,350583
3506,芗城区,350602
3506,龙文区,350603
3506,云霄县,350622
3506,漳浦县,350623
3506,诏安县,350624
3506,长泰县,350625
3506,东山县,350626
3506,南靖县,350627
3506,平和县,350628
3506,华安县,350629
3506,龙海市,350681
3507,延平区,350702
3507,建阳区,350703
3507,顺昌县,350721
3507,浦城县,350722
3507,光泽县,350723
3507,松溪县,350724
3507,政和县,350725
3507,邵武市,350781
3507,武夷山市,350782
3507,建瓯市,350783
3508,新罗区,350802
3508,永定区,350803
3508,长汀县,350821
3508,上杭县,350823
3508,武平县,350824
3508,连城县,350825
3508,漳平市,350881
3509,蕉城区,350902
3509,霞浦县,350921
3509,古田县,350922
3509,屏南县,350923
3509,寿宁县,350924
3509,周宁县,350925
3509,柘荣县,350926
3509,福安市,350981
3509,福鼎市,350982
3701,历下区,370102
3701,市中区,370103
3701,槐荫区,370104
3701,天桥区,370105
3701,历城区,370112
3701,长清区,370113
3701,章丘区,370114
3701,平阴县,370124
3701,济阳县,370125
3701,商河县,370126
3701,济南高新技术产业开发区,370171
3702,市南区,370202
3702,市北区,370203
3702,黄岛区,370211
3702,崂山区,370212
3702,李沧区,370213
3702,城阳区,370214
3702,即墨区,370215
3702,青岛高新技术产业开发区,370271
3702,胶州市,370281
3702,平度市,370283
3702,莱西市,370285
3703,淄川区,370302
3703,张店区,370303
3703,博山区,370304
3703,临淄区,370305
3703,周村区,370306
3703,桓台县,370321
3703,高青县,370322
3703,沂源县,370323
3704,市中区,370402
3704,薛城区,370403
3704,峄城区,370404
3704,台儿庄区,370405
3704,山亭区,370406
3704,滕州市,370481
3705,东营区,370502
3705,河口区,370503
3705,垦利区,370505
3705,利津县,370522
3705,广饶县,370523
3705,东营经济技术开发区,370571
3705,东营港经济开发区,370572
3706,芝罘区,370602
3706,福山区,370611
3706,牟平区,370612
3706,莱山区,370613
3706,长岛县,370634
3706,烟台高新技术产业开发区,370671
3706,烟台经济技术开发区,370672
3706,龙口市,370681
3706,莱阳市,370682
3706,莱州市,370683
3706,蓬莱市,370684
3706,招远市,370685
3706,栖霞市,370686
3706,海阳市,370687
3707,潍城区,370702
3707,寒亭区,370703
3707,坊子区,370704
3707,奎文区,370705
3707,临朐县,370724
3707,昌乐县,370725
3707,潍坊滨海经济技术开发区,370772
3707,青州市,370781
3707,诸城市,370782
3707,寿光市,370783
3707,安丘市,370784
3707,高密市,370785
3707,昌邑市,370786
3708,任城区,370811
3708,兖州区,370812
3708,微山县,370826
3708,鱼台县,370827
3708,金乡县,370828
3708,嘉祥县,370829
3708,汶上县,370830
3708,泗水县,370831
3708,梁山县,370832
3708,济宁高新技术产业开发区,370871
3708,曲阜市,370881
3708,邹城市,370883
3709,泰山区,370902
3709,岱岳区,370911
3709,宁阳县,370921
3709,东平县,370923
3709,新泰市,370982
3709,肥城市,370983
3710,环翠区,371002
3710,文登区,371003
3710,威海火炬高技术产业开发区,371071
3710,威海经济技术开发区,371072
3710,威海临港经济技术开发区,371073
3710,荣成市,371082
3710,乳山市,371083
3711,东港区,371102
3711,岚山区,371103
3711,五莲县,371121
3711,莒县,371122
3711,日照经济技术开发区,371171
3711,日照国际海洋城,371172
3712,莱城区,371202
3712,钢城区,371203
3713,兰山区,371302
3713,罗庄区,371311
3713,河东区,371312
3713,沂南县,371321
3713,郯城县,371322
3713,沂水县,371323
3713,兰陵县,371324
3713,费县,371325
3713,平邑县,371326
3713,莒南县,371327
3713,蒙阴县,371328
3713,临沭县,371329
3713,临沂高新技术产业开发区,371371
3713,临沂经济技术开发区,371372
3713,临沂临港经济开发区,371373
3714,德城区,371402
3714,陵城区,371403
3714,宁津县,371422
3714,庆云县,371423
3714,临邑县,371424
3714,齐河县,371425
3714,平原县,371426
3714,夏津县,371427
3714,武城县,371428
3714,德州经济技术开发区,371471
3714,德州运河经济开发区,371472
3714,乐陵市,371481
3714,禹城市,371482
3715,东昌府区,371502
3715,阳谷县,371521
3715,莘县,371522
3715,茌平县,371523
3715,东阿县,371524
3715,冠县,371525
3715,高唐县,371526
3715,临清市,371581
3716,滨城区,371602
3716,沾化区,371603
3716,惠民县,371621
3716,阳信县,371622
3716,无棣县,371623
3716,博兴县,371625
3716,邹平县,371626
3717,牡丹区,371702
3717,定陶区,371703
3717,曹县,371721
3717,单县,371722
3717,成武县,371723
3717,巨野县,371724
3717,郓城县,371725
3717,鄄城县,371726
3717,东明县,371728
3717,菏泽经济技术开发区,371771
3717,菏泽高新技术开发区,371772
4201,江岸区,420102
4201,江汉区,420103
4201,硚口区,420104
4201,汉阳区,420105
4201,武昌区,420106
4201,青山区,420107
4201,洪山区,420111
4201,东西湖区,420112
4201,汉南区,420113
4201,蔡甸区,420114
4201,江夏区,420115
4201,黄陂区,420116
4201,新洲区,420117
4202,黄石港区,420202
4202,西塞山区,420203
4202,下陆区,420204
4202,铁山区,420205
4202,阳新县,420222
4202,大冶市,420281
4203,茅箭区,420302
4203,张湾区,420303
4203,郧阳区,420304
4203,郧西县,420322
4203,竹山县,420323
4203,竹溪县,420324
4203,房县,420325
4203,丹江口市,420381
4205,西陵区,420502
4205,伍家岗区,420503
4205,点军区,420504
4205,猇亭区,420505
4205,夷陵区,420506
4205,远安县,420525
4205,兴山县,420526
4205,秭归县,420527
4205,长阳土家族自治县,420528
4205,五峰土家族自治县,420529
4205,宜都市,420581
4205,当阳市,420582
4205,枝江市,420583
4206,襄城区,420602
4206,樊城区,420606
4206,襄州区,420607
4206,南漳县,420624
4206,谷城县,420625
4206,保康县,420626
4206,老河口市,420682
4206,枣阳市,420683
4206,宜城市,420684
4207,梁子湖区,420702
4207,华容区,420703
4207,鄂城区,420704
4208,东宝区,420802
4208,掇刀区,420804
4208,京山县,420821
4208,沙洋县,420822
4208,钟祥市,420881
4209,孝南区,420902
4209,孝昌县,420921
4209,大悟县,420922
4209,云梦县,420923
4209,应城市,420981
4209,安陆市,420982
4209,汉川市,420984
4210,沙市区,421002
4210,荆州区,421003
4210,公安县,421022
4210,监利县,421023
4210,江陵县,421024
4210,荆州经济技术开发区,421071
4210,石首市,421081
4210,洪湖市,421083
4210,松滋市,421087
4211,黄州区,421102
4211,团风县,421121
4211,红安县,421122
4211,罗田县,421123
4211,英山县,421124
4211,浠水县,421125
4211,蕲春县,421126
4211,黄梅县,421127
4211,龙感湖管理区,421171
4211,麻城市,421181
4211,武穴市,421182
4212,咸安区,421202
4212,嘉鱼县,421221
4212,通城县,421222
4212,崇阳县,421223
4212,通山县,421224
4212,赤壁市,421281
4213,曾都区,421303
4213,随县,421321
4213,广水市,421381
4228,恩施市,422801
4228,利川市,422802
4228,建始县,422822
4228,巴东县,422823
4228,宣恩县,422825
4228,咸丰县,422826
4228,来凤县,422827
4228,鹤峰县,422828
4290,仙桃市,429004
4290,潜江市,429005
4290,天门市,429006
4290,神农架林区,429021
4401,荔湾区,440103
4401,越秀区,440104
4401,海珠区,440105
4401,天河区,440106
4401,白云区,440111
4401,黄埔区,440112
4401,番禺区,440113
4401,花都区,440114
4401,南沙区,440115
4401,从化区,440117
4401,增城区,440118
4402,武江区,440203
4402,浈江区,440204
4402,曲江区,440205
4402,始兴县,440222
4402,仁化县,440224
4402,翁源县,440229
4402,乳源瑶族自治县,440232
4402,新丰县,440233
4402,乐昌市,440281
4402,南雄市,440282
4403,罗湖区,440303
4403,福田区,440304
4403,南山区,440305
4403,宝安区,440306
4403,龙岗区,440307
4403,盐田区,440308
4403,龙华区,440309
4403,坪山区,440310
4404,香洲区,440402
4404,斗门区,440403
4404,金湾区,440404
4405,龙湖区,440507
4405,金平区,440511
4405,濠江区,440512
4405,潮阳区,440513
4405,潮南区,440514
4405,澄海区,440515
4405,南澳县,440523
4406,禅城区,440604
4406,南海区,440605
4406,顺德区,440606
4406,三水区,440607
4406,高明区,440608
4407,蓬江区,440703
4407,江海区,440704
4407,新会区,440705
4407,台山市,440781
4407,开平市,440783
4407,鹤山市,440784
4407,恩平市,440785
4408,赤坎区,440802
4408,霞山区,440803
4408,坡头区,440804
4408,麻章区,440811
4408,遂溪县,440823
4408,徐闻县,440825
4408,廉江市,440881
4408,雷州市,440882
4408,吴川市,440883
4409,茂南区,440902
4409,电白区,440904
4409,高州市,440981
4409,化州市,440982
4409,信宜市,440983
4412,端州区,441202
4412,鼎湖区,441203
4412,高要区,441204
4412,广宁县,441223
4412,怀集县,441224
4412,封开县,441225
4412,德庆县,441226
4412,四会市,441284
4413,惠城区,441302
4413,惠阳区,441303
4413,博罗县,441322
4413,惠东县,441323
4413,龙门县,441324
4414,梅江区,441402
4414,梅县区,441403
4414,大埔县,441422
4414,丰顺县,441423
4414,五华县,441424
4414,平远县,441426
4414,蕉岭县,441427
4414,兴宁市,441481
4415,城区,441502
4415,海丰县,441521
4415,陆河县,441523
4415,陆丰市,441581
4416,源城区,441602
4416,紫金县,441621
4416,龙川县,441622
4416,连平县,441623
4416,和平县,441624
4416,东源县,441625
4417,江城区,441702
4417,阳东区,441704
4417,阳西县,441721
4417,阳春市,441781
4418,清城区,441802
4418,清新区,441803
4418,佛冈县,441821
4418,阳山县,441823
4418,连山壮族瑶族自治县,441825
4418,连南瑶族自治县,441826
4418,英德市,441881
4418,连州市,441882
4451,湘桥区,445102
4451,潮安区,445103
4451,饶平县,445122
4452,榕城区,445202
4452,揭东区,445203
4452,揭西县,445222
4452,惠来县,445224
4452,普宁市,445281
4453,云城区,445302
4453,云安区,445303
4453,新兴县,445321
4453,郁南县,445322
4453,罗定市,445381
4601,秀英区,460105
4601,龙华区,460106
4601,琼山区,460107
4601,美兰区,460108
4602,海棠区,460202
4602,吉阳区,460203
4602,天涯区,460204
4602,崖州区,460205
4603,西沙群岛,460321
4603,南沙群岛,460322
4603,中沙群岛的岛礁及其海域,460323
4690,五指山市,469001
4690,琼海市,469002
4690,文昌市,469005
4690,万宁市,469006
4690,东方市,469007
4690,定安县,469021
4690,屯昌县,469022
4690,澄迈县,469023
4690,临高县,469024
4690,白沙黎族自治县,469025
4690,昌江黎族自治县,469026
4690,乐东黎族自治县,469027
4690,陵水黎族自治县,469028
4690,保亭黎族苗族自治县,469029
4690,琼中黎族苗族自治县,469030
5101,锦江区,510104
5101,青羊区,510105
5101,金牛区,510106
5101,武侯区,510107
5101,成华区,510108
5101,龙泉驿区,510112
5101,青白江区,510113
5101,新都区,510114
5101,温江区,510115
5101,双流区,510116
5101,郫都区,510117
5101,金堂县,510121
5101,大邑县,510129
5101,蒲江县,510131
5101,新津县,510132
5101,都江堰市,510181
5101,彭州市,510182
5101,邛崃市,510183
5101,崇州市,510184
5101,简阳市,510185
5103,自流井区,510302
5103,贡井区,510303
5103,大安区,510304
5103,沿滩区,510311
5103,荣县,510321
5103,富顺县,510322
5104,东区,510402
5104,西区,510403
5104,仁和区,510411
5104,米易县,510421
5104,盐边县,510422
5105,江阳区,510502
5105,纳溪区,510503
5105,龙马潭区,510504
5105,泸县,510521
5105,合江县,510522
5105,叙永县,510524
5105,古蔺县,510525
5106,旌阳区,510603
5106,罗江区,510604
5106,中江县,510623
5106,广汉市,510681
5106,什邡市,510682
5106,绵竹市,510683
5107,涪城区,510703
5107,游仙区,510704
5107,安州区,510705
5107,三台县,510722
5107,盐亭县,510723
5107,梓潼县,510725
5107,北川羌族自治县,510726
5107,平武县,510727
5107,江油市,510781
5108,利州区,510802
5108,昭化区,510811
5108,朝天区,510812
5108,旺苍县,510821
5108,青川县,510822
5108,剑阁县,510823
5108,苍溪县,510824
5109,船山区,510903
5109,安居区,510904
5109,蓬溪县,510921
5109,射洪县,510922
5109,大英县,510923
5110,市中区,511002
5110,东兴区,511011
5110,威远县,511024
5110,资中县,511025
5110,内江经济开发区,511071
5110,隆昌市,511083
5111,市中区,511102
5111,沙湾区,511111
5111,五通桥区,511112
5111,金口河区,511113
5111,犍为县,511123
5111,井研县,511124
5111,夹江县,511126
5111,沐川县,511129
5111,峨边彝族自治县,511132
5111,马边彝族自治县,511133
5111,峨眉山市,511181
5113,顺庆区,511302
5113,高坪区,511303
5113,嘉陵区,511304
5113,南部县,511321
5113,营山县,511322
5113,蓬安县,511323
5113,仪陇县,511324
5113,西充县,511325
5113,阆中市,511381
5114,东坡区,511402
5114,彭山区,511403
5114,仁寿县,511421
5114,洪雅县,511423
5114,丹棱县,511424
5114,青神县,511425
5115,翠屏区,511502
5115,南溪区,511503
5115,宜宾县,511521
5115,江安县,511523
5115,长宁县,511524
5115,高县,511525
5115,珙县,511526
5115,筠连县,511527
5115,兴文县,511528
5115,屏山县,511529
5116,广安区,511602
5116,前锋区,511603
5116,岳池县,511621
5116,武胜县,511622
5116,邻水县,511623
5116,华蓥市,511681
5117,通川区,511702
5117,达川区,511703
5117,宣汉县,511722
5117,开江县,511723
5117,大竹县,511724
5117,渠县,511725
5117,达州经济开发区,511771
5117,万源市,511781
5118,雨城区,511802
5118,名山区,511803
5118,荥经县,511822
5118,汉源县,511823
5118,石棉县,511824
5118,天全县,511825
5118,芦山县,511826
5118,宝兴县,511827
5119,巴州区,511902
5119,恩阳区,511903
5119,通江县,511921
5119,南江县,511922
5119,平昌县,511923
5119,巴中经济开发区,511971
5120,雁江区,512002
5120,安岳县,512021
5120,乐至县,512022
5132,马尔康市,513201
5132,汶川县,513221
5132,理县,513222
5132,茂县,513223
5132,松潘县,513224
5132,九寨沟县,513225
5132,金川县,513226
5132,小金县,513227
5132,黑水县,513228
5132,壤塘县,513230
5132,阿坝县,513231
5132,若尔盖县,513232
5132,红原县,513233
5133,康定市,513301
5133,泸定县,513322
5133,丹巴县,513323
5133,九龙县,513324
5133,雅江县,513325
5133,道孚县,513326
5133,炉霍县,513327
5133,甘孜县,513328
5133,新龙县,513329
5133,德格县,513330
5133,白玉县,513331
5133,石渠县,513332
5133,色达县,513333
5133,理塘县,513334
5133,巴塘县,513335
5133,乡城县,513336
5133,稻城县,513337
5133,得荣县,513338
5134,西昌市,513401
5134,木里藏族自治县,513422
5134,盐源县,513423
5134,德昌县,513424
5134,会理县,513425
5134,会东县,513426
5134,宁南县,513427
5134,普格县,513428
5134,布拖县,513429
5134,金阳县,513430
5134,昭觉县,513431
5134,喜德县,513432
5134,冕宁县,513433
5134,越西县,513434
5134,甘洛县,513435
5134,美姑县,513436
5134,雷波县,513437
5301,五华区,530102
5301,盘龙区,530103
5301,官渡区,530111
5301,西山区,530112
5301,东川区,530113
5301,呈贡区,530114
5301,晋宁区,530115
5301,富民县,530124
5301,宜良县,530125
5301,石林彝族自治县,530126
5301,嵩明县,530127
5301,禄劝彝族苗族自治县,530128
5301,寻甸回族彝族自治县,530129
5301,安宁市,530181
5303,麒麟区,530302
5303,沾益区,530303
5303,马龙县,530321
5303,陆良县,530322
5303,师宗县,530323
5303,罗平县,530324
5303,富源县,530325
5303,会泽县,530326
5303,宣威市,530381
5304,红塔区,530402
5304,江川区,530403
5304,澄江县,530422
5304,通海县,530423
5304,华宁县,530424
5304,易门县,530425
